Row(SubjectArea='Health Sciences', Year=1977, Number_Papers=11711, Average_Num_Authors=3.645888480915379, SD_Num_Authors=1.5616152362408107, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.294936384595679, SD_Num_Aff=0.5942572977411184, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2018, Number_Papers=327044, Average_Num_Authors=5.555955773535059, SD_Num_Authors=2.151390976377912, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8201190053937695, SD_Num_Aff=0.935561686942616, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1979, Number_Papers=18305, Average_Num_Authors=3.62070472548484, SD_Num_Authors=1.495651346992818, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2319584812892654, SD_Num_Aff=0.519879304534327, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2015, Number_Papers=128120, Average_Num_Authors=3.516429909459881, SD_Num_Authors=1.565690991212205, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.54344364658133, SD_Num_Aff=0.7884726714006982, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1979, Number_Papers=551, Average_Num_Authors=3.7586206896551726, SD_Num_Authors=1.836447435935203, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.5063520871143377, SD_Num_Aff=0.7648265016508349, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1981, Number_Papers=17452, Average_Num_Authors=3.9824088929635573, SD_Num_Authors=1.7315974885867889, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.322713729085492, SD_Num_Aff=0.6213069806527296, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2014, Number_Papers=119246, Average_Num_Authors=3.476234003656307, SD_Num_Authors=1.554759335591382, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.5268520537376515, SD_Num_Aff=0.7826128475076852, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2008, Number_Papers=208147, Average_Num_Authors=5.091089470422346, SD_Num_Authors=2.0883585318868625, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.667686779055187, SD_Num_Aff=0.8583815242284384, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2024, Number_Papers=74877, Average_Num_Authors=5.999318882968067, SD_Num_Authors=2.176573490023737, Min_Num_Authors=2, Med_Num_Authors=6.0, Max_Num_Authors=10, Average_Num_Aff=2.8841032626841354, SD_Num_Aff=0.9633505807815963, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2005, Number_Papers=168103, Average_Num_Authors=4.962522976984349, SD_Num_Authors=2.0633330146873448, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6368476469783406, SD_Num_Aff=0.8384365224760827, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1992, Number_Papers=13120, Average_Num_Authors=2.8778963414634147, SD_Num_Authors=1.2521919173341844, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2782774390243903, SD_Num_Aff=0.5719121858275423, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2023, Number_Papers=224447, Average_Num_Authors=4.834807326451234, SD_Num_Authors=2.093120275485583, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.779867852989793, SD_Num_Aff=0.9182806772789478, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1976, Number_Papers=842, Average_Num_Authors=3.375296912114014, SD_Num_Authors=1.5256063201887071, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.356294536817102, SD_Num_Aff=0.6331241441238955, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1976, Number_Papers=10398, Average_Num_Authors=3.5881900365454897, SD_Num_Authors=1.5663526385503126, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2719753798807463, SD_Num_Aff=0.5697357199470275, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2010, Number_Papers=224199, Average_Num_Authors=5.204336326210197, SD_Num_Authors=2.1068320766558366, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6887541871283993, SD_Num_Aff=0.8697089773369938, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1992, Number_Papers=48167, Average_Num_Authors=4.63176033383852, SD_Num_Authors=1.951619355577935, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4636576909502357, SD_Num_Aff=0.7338360856868775, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2004, Number_Papers=156921, Average_Num_Authors=4.9276833565934455, SD_Num_Authors=2.061987622775317, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6260092658089103, SD_Num_Aff=0.8311601590138855, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1981, Number_Papers=1050, Average_Num_Authors=3.6352380952380954, SD_Num_Authors=1.6607669878887863, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.4123809523809525, SD_Num_Aff=0.6893158817012245, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1994, Number_Papers=2591, Average_Num_Authors=4.87263604785797, SD_Num_Authors=2.0454271340084174, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.666923967580085, SD_Num_Aff=0.8523316609395694, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1974, Number_Papers=8789, Average_Num_Authors=3.409034019797474, SD_Num_Authors=1.442988900229087, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.262828535669587, SD_Num_Aff=0.5627313748185674, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1977, Number_Papers=615, Average_Num_Authors=3.5040650406504064, SD_Num_Authors=1.56599649171046, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.424390243902439, SD_Num_Aff=0.7221869455130605, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1998, Number_Papers=166561, Average_Num_Authors=3.8291796999297554, SD_Num_Authors=1.715348965972361, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.425801958441652, SD_Num_Aff=0.6993000888127382, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1977, Number_Papers=3275, Average_Num_Authors=2.6085496183206107, SD_Num_Authors=0.9648939554963529, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=9, Average_Num_Aff=2.2097709923664124, SD_Num_Aff=0.49705526508001213, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1980, Number_Papers=20027, Average_Num_Authors=3.6897688121036603, SD_Num_Authors=1.552656663898773, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.239626504219304, SD_Num_Aff=0.5233503187059902, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2016, Number_Papers=36264, Average_Num_Authors=5.618740348555041, SD_Num_Authors=2.230670333684835, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8808735936465917, SD_Num_Aff=0.9663473234617183, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2018, Number_Papers=117185, Average_Num_Authors=4.247429278491275, SD_Num_Authors=2.017132018569048, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.7627256048129025, SD_Num_Aff=0.9133393912142852, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2011, Number_Papers=97397, Average_Num_Authors=3.375165559514153, SD_Num_Authors=1.499919400600445, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.461461852007762, SD_Num_Aff=0.7328234698840974, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2008, Number_Papers=8652, Average_Num_Authors=4.822237632917244, SD_Num_Authors=2.142280458365913, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.7250346740638003, SD_Num_Aff=0.9192867555322336, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1976, Number_Papers=13310, Average_Num_Authors=3.4390683696468822, SD_Num_Authors=1.4429852252158095, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.217505634861007, SD_Num_Aff=0.5034497557393539, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2020, Number_Papers=145194, Average_Num_Authors=4.344415058473491, SD_Num_Authors=2.0191445539924895, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.772545697480612, SD_Num_Aff=0.9154293718358842, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1970, Number_Papers=12481, Average_Num_Authors=2.8374328980049675, SD_Num_Authors=1.1993304539051899, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2023876291963784, SD_Num_Aff=0.4885523527055526, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1973, Number_Papers=2306, Average_Num_Authors=2.5945359930615783, SD_Num_Authors=1.0001932901074444, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.1929748482220295, SD_Num_Aff=0.4836261228459446, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1989, Number_Papers=10070, Average_Num_Authors=2.8035749751737837, SD_Num_Authors=1.1961914975486163, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2477656405163855, SD_Num_Aff=0.53060328659154, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2003, Number_Papers=35671, Average_Num_Authors=3.1479913655350287, SD_Num_Authors=1.424304960184387, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.401390485268145, SD_Num_Aff=0.6858923419837853, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2023, Number_Papers=468513, Average_Num_Authors=5.674764627662412, SD_Num_Authors=2.1753414944766973, Min_Num_Authors=2, Med_Num_Authors=6.0, Max_Num_Authors=10, Average_Num_Aff=2.887518596068839, SD_Num_Aff=0.9785052229517284, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1977, Number_Papers=19725, Average_Num_Authors=3.120050697084918, SD_Num_Authors=1.3695511114492875, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2217490494296577, SD_Num_Aff=0.5027842605576512, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2008, Number_Papers=75301, Average_Num_Authors=3.299929615808555, SD_Num_Authors=1.472343939096052, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.4507244259704386, SD_Num_Aff=0.7250077893299866, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1980, Number_Papers=15358, Average_Num_Authors=3.8911316577679385, SD_Num_Authors=1.69678405527043, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3036202630550853, SD_Num_Aff=0.5979724545625701, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1990, Number_Papers=2235, Average_Num_Authors=4.593288590604027, SD_Num_Authors=2.0052861351493756, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5789709172259507, SD_Num_Aff=0.8097469218766065, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1973, Number_Papers=613, Average_Num_Authors=3.2626427406199023, SD_Num_Authors=1.4432140730741483, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.375203915171289, SD_Num_Aff=0.6258368247606372, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1989, Number_Papers=1012, Average_Num_Authors=4.4644268774703555, SD_Num_Authors=2.0865826769253215, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5869565217391304, SD_Num_Aff=0.817312564432473, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2017, Number_Papers=300608, Average_Num_Authors=5.51522913561848, SD_Num_Authors=2.1386366409787656, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7979295294869067, SD_Num_Aff=0.9267435947967144, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1972, Number_Papers=547, Average_Num_Authors=3.2650822669104205, SD_Num_Authors=1.4491143381440372, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.3473491773308957, SD_Num_Aff=0.6172188246364377, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1991, Number_Papers=2328, Average_Num_Authors=4.783075601374571, SD_Num_Authors=1.9835435098521652, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6370274914089347, SD_Num_Aff=0.8537911183927777, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2014, Number_Papers=272248, Average_Num_Authors=5.399532778936852, SD_Num_Authors=2.1436251453650237, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7874988980635305, SD_Num_Aff=0.930423979534787, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1974, Number_Papers=2542, Average_Num_Authors=2.538552321007081, SD_Num_Authors=0.8919866865228453, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2002360346184107, SD_Num_Aff=0.48798223946043257, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1994, Number_Papers=71305, Average_Num_Authors=4.542921253769021, SD_Num_Authors=1.8892202243172622, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4507958768669798, SD_Num_Aff=0.7192167728719878, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2011, Number_Papers=16700, Average_Num_Authors=5.196646706586827, SD_Num_Authors=2.231902515475815, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7893413173652695, SD_Num_Aff=0.9308990351391674, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2001, Number_Papers=107474, Average_Num_Authors=4.826125388466048, SD_Num_Authors=2.020886456772009, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.560442525634107, SD_Num_Aff=0.7918350452334217, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1978, Number_Papers=16380, Average_Num_Authors=3.5632478632478635, SD_Num_Authors=1.490541954870922, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.235042735042735, SD_Num_Aff=0.5218871221533055, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1997, Number_Papers=118731, Average_Num_Authors=4.545021940352561, SD_Num_Authors=1.935862188366217, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.522946829387439, SD_Num_Aff=0.767486736829864, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1985, Number_Papers=24646, Average_Num_Authors=4.196340176904974, SD_Num_Authors=1.813755849433295, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3645622007628013, SD_Num_Aff=0.659324818213145, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2021, Number_Papers=477493, Average_Num_Authors=5.619267717013653, SD_Num_Authors=2.171864231244883, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8713468050840536, SD_Num_Aff=0.9717488525105417, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1987, Number_Papers=973, Average_Num_Authors=4.3432682425488185, SD_Num_Authors=2.021832585323223, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5590955806783144, SD_Num_Aff=0.8189197969636896, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2024, Number_Papers=32891, Average_Num_Authors=4.961570034355903, SD_Num_Authors=2.119258466171702, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.78869599586513, SD_Num_Aff=0.9258530808783465, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1993, Number_Papers=84894, Average_Num_Authors=3.7290739039272505, SD_Num_Authors=1.6799112886159904, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.324510566117747, SD_Num_Aff=0.6123549636144705, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1991, Number_Papers=11682, Average_Num_Authors=2.8411230953603837, SD_Num_Authors=1.2408426480701844, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2646807053586713, SD_Num_Aff=0.5532671605086174, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2009, Number_Papers=83138, Average_Num_Authors=3.312456397796435, SD_Num_Authors=1.485520445606829, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.452308210445284, SD_Num_Aff=0.7260984454638975, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2006, Number_Papers=6443, Average_Num_Authors=4.662113922085985, SD_Num_Authors=2.10547039628384, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.6256402297066583, SD_Num_Aff=0.8429119183082835, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1995, Number_Papers=100326, Average_Num_Authors=3.812889978669537, SD_Num_Authors=1.7146779043801768, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.351882861870303, SD_Num_Aff=0.6344262597551897, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1984, Number_Papers=5898, Average_Num_Authors=2.703797897592404, SD_Num_Authors=1.1037063468300279, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2200746015598507, SD_Num_Aff=0.5110850522881968, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1987, Number_Papers=36341, Average_Num_Authors=4.1013731047577116, SD_Num_Authors=1.7422881535393253, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.320739660438623, SD_Num_Aff=0.6060023221675069, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1989, Number_Papers=43281, Average_Num_Authors=4.226796977888681, SD_Num_Authors=1.7754861929809294, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.332640188535385, SD_Num_Aff=0.6217332223397743, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1984, Number_Papers=22135, Average_Num_Authors=4.165032753557714, SD_Num_Authors=1.7908653409802837, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3560424666817257, SD_Num_Aff=0.6496320079354344, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2006, Number_Papers=181044, Average_Num_Authors=5.01464837277126, SD_Num_Authors=2.078465476914958, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.643467886259694, SD_Num_Aff=0.8434799411416725, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2009, Number_Papers=208586, Average_Num_Authors=5.268205919860393, SD_Num_Authors=2.127682891042532, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7253123411926015, SD_Num_Aff=0.9009201399400585, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2017, Number_Papers=109915, Average_Num_Authors=4.322148933266615, SD_Num_Authors=2.106102595883037, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.766537779193013, SD_Num_Aff=0.9138726288090344, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2007, Number_Papers=434621, Average_Num_Authors=4.157040271869054, SD_Num_Authors=1.7907329043290168, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.458571951194259, SD_Num_Aff=0.7236534280280874, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1971, Number_Papers=1758, Average_Num_Authors=2.5608646188850965, SD_Num_Authors=0.9563577170549584, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=9, Average_Num_Aff=2.2030716723549486, SD_Num_Aff=0.5074871486210546, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2024, Number_Papers=196000, Average_Num_Authors=5.234474489795918, SD_Num_Authors=2.0756798300148893, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.770780612244898, SD_Num_Aff=0.9151772943985703, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2023, Number_Papers=1083405, Average_Num_Authors=5.035297049579797, SD_Num_Authors=2.020390079446089, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7203649604718456, SD_Num_Aff=0.8949209154218948, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1987, Number_Papers=47399, Average_Num_Authors=3.508386252874533, SD_Num_Authors=1.5769796358944752, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.263570961412688, SD_Num_Aff=0.5466199469166612, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1986, Number_Papers=42853, Average_Num_Authors=3.4124798730543953, SD_Num_Authors=1.507000108519138, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.26110190651763, SD_Num_Aff=0.5483597983097172, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2025, Number_Papers=10, Average_Num_Authors=5.3, SD_Num_Authors=2.3118054512532935, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=9, Average_Num_Aff=2.4, SD_Num_Aff=0.6992058987801011, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=4)
Row(SubjectArea='Multidisciplinary', Year=1999, Number_Papers=3319, Average_Num_Authors=4.834588731545646, SD_Num_Authors=2.109151477699652, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6462789996987044, SD_Num_Aff=0.8392014390767493, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
