Row(SubjectArea='Health Sciences', Year=1977, Number_Papers=26, Average_Num_Authors=15.346153846153847, SD_Num_Authors=5.44016402467652, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=30, Average_Num_Aff=8.038461538461538, SD_Num_Aff=1.9074751737471023, Min_Num_Aff=6, Med_Num_Aff=7.5, Max_Num_Aff=11)
Row(SubjectArea='Health Sciences', Year=1991, Number_Papers=563, Average_Num_Authors=20.186500888099467, SD_Num_Authors=24.713929731789126, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=370, Average_Num_Aff=10.16341030195382, SD_Num_Aff=5.685870333135619, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=53)
Row(SubjectArea='Health Sciences', Year=1992, Number_Papers=671, Average_Num_Authors=20.131147540983605, SD_Num_Authors=20.50345653481905, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=196, Average_Num_Aff=10.363636363636363, SD_Num_Aff=5.733545271818227, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=49)
Row(SubjectArea='Health Sciences', Year=1995, Number_Papers=902, Average_Num_Authors=20.786031042128602, SD_Num_Authors=27.106107612721985, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=334, Average_Num_Aff=10.487804878048781, SD_Num_Aff=7.529252302661592, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=120)
Row(SubjectArea='Health Sciences', Year=1997, Number_Papers=1491, Average_Num_Authors=16.637826961770624, SD_Num_Authors=12.638718251196396, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=196, Average_Num_Aff=9.67605633802817, SD_Num_Aff=5.112593689679444, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=64)
Row(SubjectArea='Health Sciences', Year=1999, Number_Papers=1862, Average_Num_Authors=15.46294307196563, SD_Num_Authors=8.900698312628423, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=211, Average_Num_Aff=9.141783029001074, SD_Num_Aff=3.841609437957095, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=54)
Row(SubjectArea='Health Sciences', Year=2003, Number_Papers=3452, Average_Num_Authors=18.12166859791425, SD_Num_Authors=18.318085993573252, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=512, Average_Num_Aff=10.191772885283893, SD_Num_Aff=10.226910461150753, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=470)
Row(SubjectArea='Health Sciences', Year=2005, Number_Papers=5027, Average_Num_Authors=17.703799482792917, SD_Num_Authors=20.63127273171526, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=776, Average_Num_Aff=10.243684105828526, SD_Num_Aff=7.151458030629833, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=187)
Row(SubjectArea='Health Sciences', Year=2009, Number_Papers=9176, Average_Num_Authors=18.120204882301657, SD_Num_Authors=23.832056386498518, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=858, Average_Num_Aff=10.226460331299041, SD_Num_Aff=7.506461633790626, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=298)
Row(SubjectArea='Health Sciences', Year=2011, Number_Papers=12498, Average_Num_Authors=17.714274283885423, SD_Num_Authors=23.211323047203596, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=1313, Average_Num_Aff=10.423107697231558, SD_Num_Aff=7.991846922201267, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=296)
Row(SubjectArea='Health Sciences', Year=2012, Number_Papers=14168, Average_Num_Authors=19.113706945228685, SD_Num_Authors=43.206567759689214, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=2597, Average_Num_Aff=10.836180124223603, SD_Num_Aff=9.596492287522983, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=456)
Row(SubjectArea='Health Sciences', Year=2014, Number_Papers=19093, Average_Num_Authors=19.607866757450374, SD_Num_Authors=25.774696161249835, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=1144, Average_Num_Aff=11.182580003142514, SD_Num_Aff=9.335034132325305, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=326)
Row(SubjectArea='Health Sciences', Year=2019, Number_Papers=34773, Average_Num_Authors=21.279584735283123, SD_Num_Authors=47.324659841519015, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=2996, Average_Num_Aff=11.380755183619474, SD_Num_Aff=10.650212828131982, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=634)
Row(SubjectArea='Health Sciences', Year=2021, Number_Papers=57953, Average_Num_Authors=22.2620054181837, SD_Num_Authors=47.2578963536114, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=4758, Average_Num_Aff=11.69035252704778, SD_Num_Aff=11.853175239320288, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=781)
Row(SubjectArea='Health Sciences', Year=2022, Number_Papers=59818, Average_Num_Authors=21.565782874719982, SD_Num_Authors=38.71701002158376, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=4125, Average_Num_Aff=11.642248152729948, SD_Num_Aff=10.997768050496543, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=645)
Row(SubjectArea='Health Sciences', Year=2023, Number_Papers=60107, Average_Num_Authors=21.140066880729368, SD_Num_Authors=33.01074234529604, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=1826, Average_Num_Aff=11.709734307152246, SD_Num_Aff=10.466035318715386, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=622)
Row(SubjectArea='Life Sciences', Year=1970, Number_Papers=4, Average_Num_Authors=13.5, SD_Num_Authors=1.7320508075688772, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=15, Average_Num_Aff=10.5, SD_Num_Aff=3.3166247903554, Min_Num_Aff=6, Med_Num_Aff=11.0, Max_Num_Aff=14)
Row(SubjectArea='Life Sciences', Year=1972, Number_Papers=7, Average_Num_Authors=15.714285714285714, SD_Num_Authors=6.473388749701497, Min_Num_Authors=11, Med_Num_Authors=12.0, Max_Num_Authors=29, Average_Num_Aff=10.428571428571429, SD_Num_Aff=3.6449573777637356, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=17)
Row(SubjectArea='Life Sciences', Year=1973, Number_Papers=11, Average_Num_Authors=14.727272727272727, SD_Num_Authors=3.4954515900212115, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=21, Average_Num_Aff=9.545454545454545, SD_Num_Aff=2.841254524453463, Min_Num_Aff=7, Med_Num_Aff=8.0, Max_Num_Aff=15)
Row(SubjectArea='Life Sciences', Year=1976, Number_Papers=23, Average_Num_Authors=19.08695652173913, SD_Num_Authors=19.197331830416292, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=106, Average_Num_Aff=10.173913043478262, SD_Num_Aff=4.839723638926686, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=28)
Row(SubjectArea='Life Sciences', Year=1977, Number_Papers=12, Average_Num_Authors=14.666666666666666, SD_Num_Authors=6.314965390149648, Min_Num_Authors=11, Med_Num_Authors=12.0, Max_Num_Authors=30, Average_Num_Aff=8.916666666666666, SD_Num_Aff=2.466441431158124, Min_Num_Aff=6, Med_Num_Aff=8.5, Max_Num_Aff=13)
Row(SubjectArea='Life Sciences', Year=1978, Number_Papers=22, Average_Num_Authors=25.90909090909091, SD_Num_Authors=32.13499663385712, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=140, Average_Num_Aff=12.409090909090908, SD_Num_Aff=8.947780203087834, Min_Num_Aff=6, Med_Num_Aff=9.5, Max_Num_Aff=44)
Row(SubjectArea='Life Sciences', Year=1979, Number_Papers=30, Average_Num_Authors=26.3, SD_Num_Authors=32.61177066960481, Min_Num_Authors=11, Med_Num_Authors=14.5, Max_Num_Authors=163, Average_Num_Aff=13.966666666666667, SD_Num_Aff=9.665021659477071, Min_Num_Aff=6, Med_Num_Aff=11.0, Max_Num_Aff=39)
Row(SubjectArea='Life Sciences', Year=1980, Number_Papers=49, Average_Num_Authors=24.897959183673468, SD_Num_Authors=25.707687645559112, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=143, Average_Num_Aff=13.10204081632653, SD_Num_Aff=8.837054793027255, Min_Num_Aff=6, Med_Num_Aff=10.0, Max_Num_Aff=39)
Row(SubjectArea='Life Sciences', Year=1981, Number_Papers=65, Average_Num_Authors=28.06153846153846, SD_Num_Authors=32.341863796728745, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=169, Average_Num_Aff=11.8, SD_Num_Aff=6.76202632352167, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=33)
Row(SubjectArea='Life Sciences', Year=1982, Number_Papers=65, Average_Num_Authors=21.26153846153846, SD_Num_Authors=18.318601307036353, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=113, Average_Num_Aff=11.36923076923077, SD_Num_Aff=7.817386933083104, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=49)
Row(SubjectArea='Life Sciences', Year=1987, Number_Papers=131, Average_Num_Authors=17.587786259541986, SD_Num_Authors=9.496452964544696, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=89, Average_Num_Aff=10.16030534351145, SD_Num_Aff=4.79714144672578, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=34)
Row(SubjectArea='Life Sciences', Year=1989, Number_Papers=187, Average_Num_Authors=23.245989304812834, SD_Num_Authors=25.5879974900005, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=157, Average_Num_Aff=11.775401069518717, SD_Num_Aff=9.076309362254774, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=59)
Row(SubjectArea='Life Sciences', Year=1991, Number_Papers=302, Average_Num_Authors=17.2317880794702, SD_Num_Authors=12.163855672935984, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=138, Average_Num_Aff=9.711920529801324, SD_Num_Aff=5.251779349185754, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=42)
Row(SubjectArea='Life Sciences', Year=1994, Number_Papers=524, Average_Num_Authors=17.74236641221374, SD_Num_Authors=16.62810053697595, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=208, Average_Num_Aff=9.442748091603054, SD_Num_Aff=5.620789470271664, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=69)
Row(SubjectArea='Life Sciences', Year=1996, Number_Papers=854, Average_Num_Authors=15.677985948477751, SD_Num_Authors=8.64775354790822, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=99, Average_Num_Aff=8.676814988290397, SD_Num_Aff=3.8562689231865726, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=48)
Row(SubjectArea='Life Sciences', Year=1997, Number_Papers=958, Average_Num_Authors=16.1419624217119, SD_Num_Authors=10.962779868052081, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=156, Average_Num_Aff=8.843423799582464, SD_Num_Aff=4.538528152950896, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=64)
Row(SubjectArea='Life Sciences', Year=1998, Number_Papers=1177, Average_Num_Authors=16.896346644010194, SD_Num_Authors=21.445892885950308, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=629, Average_Num_Aff=9.290569243840272, SD_Num_Aff=5.715820130193036, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=52)
Row(SubjectArea='Life Sciences', Year=2000, Number_Papers=1294, Average_Num_Authors=15.493044822256568, SD_Num_Authors=7.680060129398957, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=99, Average_Num_Aff=8.55873261205564, SD_Num_Aff=3.7541455633286653, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=42)
Row(SubjectArea='Life Sciences', Year=2001, Number_Papers=1395, Average_Num_Authors=16.268817204301076, SD_Num_Authors=15.220620347102688, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=498, Average_Num_Aff=9.127598566308244, SD_Num_Aff=5.3530510920114684, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=68)
Row(SubjectArea='Life Sciences', Year=2003, Number_Papers=2227, Average_Num_Authors=16.765603951504264, SD_Num_Authors=14.512405160145013, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=512, Average_Num_Aff=9.266726537943422, SD_Num_Aff=11.209624852088314, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=470)
Row(SubjectArea='Life Sciences', Year=2004, Number_Papers=2711, Average_Num_Authors=16.34083364072298, SD_Num_Authors=9.584140299611983, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=158, Average_Num_Aff=8.819992622648469, SD_Num_Aff=4.66707697896883, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=87)
Row(SubjectArea='Life Sciences', Year=2005, Number_Papers=3105, Average_Num_Authors=16.431561996779386, SD_Num_Authors=10.257473182843382, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=248, Average_Num_Aff=8.89049919484702, SD_Num_Aff=4.889196541782487, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=79)
Row(SubjectArea='Life Sciences', Year=2006, Number_Papers=3887, Average_Num_Authors=17.130177514792898, SD_Num_Authors=13.470809926142795, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=266, Average_Num_Aff=9.069976845896578, SD_Num_Aff=5.6533268571944335, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=92)
Row(SubjectArea='Life Sciences', Year=2008, Number_Papers=5450, Average_Num_Authors=17.09211009174312, SD_Num_Authors=14.774836384471888, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=517, Average_Num_Aff=9.115229357798166, SD_Num_Aff=5.245096390600269, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=142)
Row(SubjectArea='Life Sciences', Year=2010, Number_Papers=7291, Average_Num_Authors=17.728020847620353, SD_Num_Authors=17.30867058875934, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=536, Average_Num_Aff=9.548347277465368, SD_Num_Aff=7.978500840583728, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=199)
Row(SubjectArea='Life Sciences', Year=2016, Number_Papers=16159, Average_Num_Authors=18.767497988736928, SD_Num_Authors=19.282817506602225, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=790, Average_Num_Aff=10.295686614270686, SD_Num_Aff=9.831798714298086, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=416)
Row(SubjectArea='Life Sciences', Year=2017, Number_Papers=18787, Average_Num_Authors=19.615106190450845, SD_Num_Authors=22.434052107609794, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=909, Average_Num_Aff=10.444882099324001, SD_Num_Aff=10.345968024840063, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=409)
Row(SubjectArea='Life Sciences', Year=2018, Number_Papers=22351, Average_Num_Authors=20.074224866896337, SD_Num_Authors=31.666487597006345, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=956, Average_Num_Aff=10.323564941165943, SD_Num_Aff=9.45915504913869, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=319)
Row(SubjectArea='Life Sciences', Year=2023, Number_Papers=42437, Average_Num_Authors=19.168414355397413, SD_Num_Authors=21.470703856812356, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=1436, Average_Num_Aff=10.212526804439522, SD_Num_Aff=8.712961035026904, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=403)
Row(SubjectArea='Life Sciences', Year=2024, Number_Papers=7445, Average_Num_Authors=19.186030893216923, SD_Num_Authors=19.185368507064616, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=1023, Average_Num_Aff=10.368838146406985, SD_Num_Aff=7.51387012690415, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=160)
Row(SubjectArea='Multidisciplinary', Year=1972, Number_Papers=5, Average_Num_Authors=23.6, SD_Num_Authors=11.970797801316335, Min_Num_Authors=12, Med_Num_Authors=22.0, Max_Num_Authors=40, Average_Num_Aff=11.8, SD_Num_Aff=3.701351104664349, Min_Num_Aff=8, Med_Num_Aff=11.0, Max_Num_Aff=17)
Row(SubjectArea='Multidisciplinary', Year=1973, Number_Papers=7, Average_Num_Authors=12.857142857142858, SD_Num_Authors=1.0690449676496976, Min_Num_Authors=12, Med_Num_Authors=13.0, Max_Num_Authors=15, Average_Num_Aff=11.428571428571429, SD_Num_Aff=1.1338934190276815, Min_Num_Aff=10, Med_Num_Aff=12.0, Max_Num_Aff=13)
Row(SubjectArea='Multidisciplinary', Year=1976, Number_Papers=8, Average_Num_Authors=13.5, SD_Num_Authors=4.72077475481666, Min_Num_Authors=11, Med_Num_Authors=12.0, Max_Num_Authors=25, Average_Num_Aff=8.625, SD_Num_Aff=1.767766952966369, Min_Num_Aff=7, Med_Num_Aff=8.5, Max_Num_Aff=12)
Row(SubjectArea='Multidisciplinary', Year=1977, Number_Papers=5, Average_Num_Authors=14.0, SD_Num_Authors=1.5811388300841898, Min_Num_Authors=12, Med_Num_Authors=14.0, Max_Num_Authors=16, Average_Num_Aff=8.0, SD_Num_Aff=3.391164991562634, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=14)
Row(SubjectArea='Multidisciplinary', Year=1979, Number_Papers=12, Average_Num_Authors=15.666666666666666, SD_Num_Authors=3.676295896027891, Min_Num_Authors=11, Med_Num_Authors=14.5, Max_Num_Authors=22, Average_Num_Aff=10.333333333333334, SD_Num_Aff=3.1430539096216408, Min_Num_Aff=6, Med_Num_Aff=10.5, Max_Num_Aff=15)
Row(SubjectArea='Multidisciplinary', Year=1980, Number_Papers=6, Average_Num_Authors=17.166666666666668, SD_Num_Authors=4.215052391924289, Min_Num_Authors=11, Med_Num_Authors=19.0, Max_Num_Authors=22, Average_Num_Aff=9.833333333333334, SD_Num_Aff=2.401388487243717, Min_Num_Aff=6, Med_Num_Aff=10.5, Max_Num_Aff=12)
Row(SubjectArea='Multidisciplinary', Year=1981, Number_Papers=8, Average_Num_Authors=17.625, SD_Num_Authors=6.988510979764267, Min_Num_Authors=11, Med_Num_Authors=15.5, Max_Num_Authors=30, Average_Num_Aff=8.125, SD_Num_Aff=2.948970764763288, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=15)
Row(SubjectArea='Multidisciplinary', Year=1982, Number_Papers=14, Average_Num_Authors=14.142857142857142, SD_Num_Authors=4.521013209399021, Min_Num_Authors=11, Med_Num_Authors=13.0, Max_Num_Authors=29, Average_Num_Aff=8.714285714285714, SD_Num_Aff=2.462911704859528, Min_Num_Aff=6, Med_Num_Aff=8.5, Max_Num_Aff=14)
Row(SubjectArea='Multidisciplinary', Year=1984, Number_Papers=15, Average_Num_Authors=17.0, SD_Num_Authors=6.2905825303725695, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=35, Average_Num_Aff=7.933333333333334, SD_Num_Aff=2.6850556436550455, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=16)
Row(SubjectArea='Multidisciplinary', Year=1985, Number_Papers=8, Average_Num_Authors=14.875, SD_Num_Authors=4.356850107261306, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=23, Average_Num_Aff=10.125, SD_Num_Aff=6.0812945050493035, Min_Num_Aff=6, Med_Num_Aff=6.5, Max_Num_Aff=21)
Row(SubjectArea='Multidisciplinary', Year=1987, Number_Papers=20, Average_Num_Authors=17.1, SD_Num_Authors=6.06890261475404, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=37, Average_Num_Aff=7.5, SD_Num_Aff=2.064741604835056, Min_Num_Aff=6, Med_Num_Aff=6.0, Max_Num_Aff=13)
Row(SubjectArea='Multidisciplinary', Year=1989, Number_Papers=27, Average_Num_Authors=20.037037037037038, SD_Num_Authors=11.76854177451801, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=65, Average_Num_Aff=9.814814814814815, SD_Num_Aff=4.992587097480215, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=24)
Row(SubjectArea='Multidisciplinary', Year=1990, Number_Papers=26, Average_Num_Authors=18.0, SD_Num_Authors=11.285388783732708, Min_Num_Authors=11, Med_Num_Authors=14.5, Max_Num_Authors=66, Average_Num_Aff=9.76923076923077, SD_Num_Aff=5.361400505895393, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=23)
Row(SubjectArea='Multidisciplinary', Year=1991, Number_Papers=28, Average_Num_Authors=17.285714285714285, SD_Num_Authors=7.745283596448744, Min_Num_Authors=11, Med_Num_Authors=14.5, Max_Num_Authors=41, Average_Num_Aff=9.178571428571429, SD_Num_Aff=4.145980395413543, Min_Num_Aff=6, Med_Num_Aff=7.5, Max_Num_Aff=20)
Row(SubjectArea='Multidisciplinary', Year=1992, Number_Papers=34, Average_Num_Authors=20.294117647058822, SD_Num_Authors=23.195518652565138, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=147, Average_Num_Aff=9.029411764705882, SD_Num_Aff=5.356872075322739, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=36)
Row(SubjectArea='Multidisciplinary', Year=1994, Number_Papers=49, Average_Num_Authors=18.489795918367346, SD_Num_Authors=14.769228214121966, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=108, Average_Num_Aff=8.83673469387755, SD_Num_Aff=4.946997990260988, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=36)
Row(SubjectArea='Multidisciplinary', Year=1996, Number_Papers=69, Average_Num_Authors=18.391304347826086, SD_Num_Authors=12.592268159124643, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=104, Average_Num_Aff=8.434782608695652, SD_Num_Aff=3.2289055734174132, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=19)
Row(SubjectArea='Multidisciplinary', Year=1999, Number_Papers=81, Average_Num_Authors=22.333333333333332, SD_Num_Authors=33.48357806447812, Min_Num_Authors=11, Med_Num_Authors=14.0, Max_Num_Authors=230, Average_Num_Aff=8.654320987654321, SD_Num_Aff=5.106761434184978, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=39)
Row(SubjectArea='Multidisciplinary', Year=2000, Number_Papers=111, Average_Num_Authors=21.81081081081081, SD_Num_Authors=22.960643605769302, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=151, Average_Num_Aff=8.504504504504505, SD_Num_Aff=4.040418236393297, Min_Num_Aff=6, Med_Num_Aff=7.0, Max_Num_Aff=38)
Row(SubjectArea='Multidisciplinary', Year=2005, Number_Papers=323, Average_Num_Authors=27.39938080495356, SD_Num_Authors=31.428588079704276, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=282, Average_Num_Aff=10.309597523219814, SD_Num_Aff=7.435235953783918, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=83)
Row(SubjectArea='Multidisciplinary', Year=2006, Number_Papers=406, Average_Num_Authors=25.401477832512317, SD_Num_Authors=27.97060004623463, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=231, Average_Num_Aff=10.613300492610838, SD_Num_Aff=8.576207135612924, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=79)
Row(SubjectArea='Multidisciplinary', Year=2007, Number_Papers=484, Average_Num_Authors=25.822314049586776, SD_Num_Authors=40.55935810682678, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=444, Average_Num_Aff=10.475206611570249, SD_Num_Aff=10.147433099456629, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=103)
Row(SubjectArea='Multidisciplinary', Year=2008, Number_Papers=610, Average_Num_Authors=22.685245901639345, SD_Num_Authors=30.902292314659782, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=525, Average_Num_Aff=10.083606557377049, SD_Num_Aff=7.995969434738391, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=99)
Row(SubjectArea='Multidisciplinary', Year=2011, Number_Papers=1395, Average_Num_Authors=20.838709677419356, SD_Num_Authors=24.569181884575343, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=374, Average_Num_Aff=9.777060931899642, SD_Num_Aff=8.254109273968611, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=173)
Row(SubjectArea='Multidisciplinary', Year=2012, Number_Papers=1934, Average_Num_Authors=24.81540847983454, SD_Num_Authors=97.48384694036467, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=2932, Average_Num_Aff=10.49482936918304, SD_Num_Aff=12.102798355589243, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=236)
Row(SubjectArea='Multidisciplinary', Year=2016, Number_Papers=3467, Average_Num_Authors=21.816844534179406, SD_Num_Authors=55.63521007595785, Min_Num_Authors=11, Med_Num_Authors=15.0, Max_Num_Authors=2934, Average_Num_Aff=10.312085376406115, SD_Num_Aff=9.245237441821773, Min_Num_Aff=6, Med_Num_Aff=8.0, Max_Num_Aff=163)
Row(SubjectArea='Multidisciplinary', Year=2017, Number_Papers=7755, Average_Num_Authors=86.91798839458414, SD_Num_Authors=348.057182663999, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=5082, Average_Num_Aff=18.490909090909092, SD_Num_Aff=34.52038104350186, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=462)
Row(SubjectArea='Multidisciplinary', Year=2018, Number_Papers=8130, Average_Num_Authors=107.4, SD_Num_Authors=414.58423093123474, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=3187, Average_Num_Aff=21.1629766297663, SD_Num_Aff=41.90620814642104, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=419)
Row(SubjectArea='Multidisciplinary', Year=2020, Number_Papers=10346, Average_Num_Authors=70.41996907017204, SD_Num_Authors=298.0732261741316, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=5241, Average_Num_Aff=17.705296733036924, SD_Num_Aff=32.994793516575506, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=478)
Row(SubjectArea='Multidisciplinary', Year=2023, Number_Papers=13537, Average_Num_Authors=74.98965797444042, SD_Num_Authors=319.45535160957064, Min_Num_Authors=11, Med_Num_Authors=17.0, Max_Num_Authors=5282, Average_Num_Aff=18.087907217256408, SD_Num_Aff=33.59856951426804, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=735)
Row(SubjectArea='Multidisciplinary', Year=2024, Number_Papers=1863, Average_Num_Authors=40.06870638754697, SD_Num_Authors=187.4349915310881, Min_Num_Authors=11, Med_Num_Authors=16.0, Max_Num_Authors=2888, Average_Num_Aff=13.974771873322599, SD_Num_Aff=22.500003750781957, Min_Num_Aff=6, Med_Num_Aff=9.0, Max_Num_Aff=266)
