last,first,middle,TITLE,ORCID,scholar
Alves,Sara,Gouveia,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Correia,Rita,C.,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Rojas-Berscia,Luis,Miguel,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Uttley,Jim,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Beshears,Julie,E.,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Thommesen,Katrine,Krabbe,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Behzadnia,Behzad,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Bradford,Maria,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Geniole,Shawn,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Silan,Miguel,Alejandro,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Vilsmeier,Johannes,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Morales-Izquierdo,Sara,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Sorokowski,Piotr,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Groyecka-Bernard,Agata,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Radtke,Theda,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Adoric,Vera,Cubela,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Carpentier,Joelle,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Ishii,Tatsunori,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Suter,Lilian,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Benka,Jozef,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Bradshaw,Emma,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Brownlow,Charlotte,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Chanal,Julien,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Costa,Sebastiano,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Dunn,Megan,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Ferreyra,Cecilia,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Ferguson,Lisa,J.,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Gargurevich,Rafael,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Gugliandolo,Maria,Cristina,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Paredes,Dora,Isabel Herrera,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Jai-ai,Rachadaporn,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Khaobunmasiri,Sirikon,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Khumkom,Sakda,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Lerche,Veronika,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Levine,Shelby,L.,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Liga,Francesca,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Luxon,Alexandria,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Machin,Tony,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Machin,Tanya,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Martela,Frank,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Martin,Neil,I.,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Matos,Lennia,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Morbée,Sofie,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Moss,Jennifer,D.,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Neubauer,Andreas,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Nicolotti,Matilde,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Niemiec,Christopher,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Ntoumanis,Nikos,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Papachristopoulos,Konstantinos,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Quested,Eleanor,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Rothbaum,Alex,O.,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Ryan,Richard,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Ryan,William,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Smit,Eline,Suzanne,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Soenens,Bart,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Standage,Martyn,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Thøgersen-Ntoumani,Cecilie,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Unanue,Wenceslao,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Hooff,Madelon,L. M. van,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Vermote,Branko,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Bormann,Suparpit,M. von,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Wajanatinpart,Piyaorn,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Waterschoot,Joachim,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Mallik,Peter,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Moshontz,Hannah,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Primbs,Maximilian,NA,a global experiment on motivating social distancing during the covid19 pandemic,NA,
Dorison,Charles,NA,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Lerner,Jennifer,Susan,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Heller,Blake,H.,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Rothman,Alexander,NA,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Kawachi,Ichiro,I.,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Wang,Ke,NA,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Rees,Vaughan,W.,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Gill,Brian,P.,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Gibbs,Nancy,NA,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Coles,Nicholas,Alvaro,a global test of message framing on behavioural intentions policy support information seeking and experienced anxiety during the covid19 pandemic,NA,
Hubena,Barbora,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,0000-0001-6618-9887,
Maturan,Princess,Lovella G.,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,0000-0001-6762-1475,
De la Rosa-Gomez,Anabel,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,0000-0002-3527-1500,
Goldenberg,Amit,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Uusberg,Andero,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Gross,James,J.,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Bernardo,Márcia,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Grzech,Karolina,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Drexler,Shira,Meir,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Nadif,Khaoula,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
van Steenkiste,I.,M. M.,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Adamkovi� ,Matúš,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Westerlund,Minja,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Adetula,Gabriel,Agboola,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Metin-Orta,Irem,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Kurfali,Merve,A.,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Espinoza Barría,Mauricio,F.,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Kohlová,Markéta,Braun,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
Yao,Elvin,NA,a multicountry test of brief reappraisal interventions on emotions during the covid19 pandemic,NA,
