"put_code","type","visibility","path","display_index","created_date_value","last_modified_date_value","source_source_client_id","source_assertion_origin_orcid","source_assertion_origin_client_id","source_assertion_origin_name","source_source_orcid_uri","source_source_orcid_path","source_source_orcid_host","source_source_name_value","title_subtitle","title_translated_title","title_title_value","url_value","publication_date_year_value","publication_date_month_value","publication_date_day_value","journal_title_value","journal_title","source_source_orcid","source_source_client_id_uri","source_source_client_id_path","source_source_client_id_host","source_assertion_origin_orcid_uri","source_assertion_origin_orcid_path","source_assertion_origin_orcid_host","source_assertion_origin_name_value","publication_date_day","our_type","publication_date_month","url","title_translated_title_value","title_translated_title_language_code","publication_date","external_ids","ORCID"
76902170,"journal-article","public","/0000-0002-8301-7726/work/76902170","0",2020-07-07,1594146977266,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"multiple bottlenecks in hierarchical control of action sequences  what does  response selection  select in skilled typewriting ","http://www.scopus.com/inward/record.url?eid=2-s2.0-84887520670&partnerID=MN8TOARS","2013",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902333,"journal-article","public","/0000-0002-8301-7726/work/76902333","0",2020-07-07,1594147007731,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"prevention and correction in post error performance  an ounce of prevention  a pound of cure","http://www.scopus.com/inward/record.url?eid=2-s2.0-84888027792&partnerID=MN8TOARS","2013",NA,NA,"Journal of Experimental Psychology: General",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902146,"journal-article","public","/0000-0002-8301-7726/work/76902146","0",2020-07-07,1594146973052,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"release the beests  bayesian estimation of ex gaussian stop signal reaction time distributions","http://www.scopus.com/inward/record.url?eid=2-s2.0-84891720720&partnerID=MN8TOARS","2013",NA,NA,"Frontiers in Psychology",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902117,"journal-article","public","/0000-0002-8301-7726/work/76902117","0",2020-07-07,1594146967073,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"speed accuracy trade off in skilled typewriting  decomposing the contributions of hierarchical control loops","http://www.scopus.com/inward/record.url?eid=2-s2.0-84881116315&partnerID=MN8TOARS","2013",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902280,"journal-article","public","/0000-0002-8301-7726/work/76902280","0",2020-07-07,1594146998347,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"stop before you leap  changing eye and hand movements requires stopping","http://www.scopus.com/inward/record.url?eid=2-s2.0-84887526060&partnerID=MN8TOARS","2013",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902275,"journal-article","public","/0000-0002-8301-7726/work/76902275","0",2020-07-07,1594146997540,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"your words are my words  effects of acting together on encoding","http://www.scopus.com/inward/record.url?eid=2-s2.0-84877273021&partnerID=MN8TOARS","2013",NA,NA,"Quarterly Journal of Experimental Psychology",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902215,"journal-article","public","/0000-0002-8301-7726/work/76902215","0",2020-07-07,1594146986100,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"from salience to saccades  multiple alternative gated stochastic accumulator model of visual search","http://www.scopus.com/inward/record.url?eid=2-s2.0-84857837905&partnerID=MN8TOARS","2012",NA,NA,"Journal of Neuroscience",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902188,"journal-article","public","/0000-0002-8301-7726/work/76902188","0",2020-07-07,1594146980151,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"keeping an eye on guitar skill  visual representations of guitar chords","http://www.scopus.com/inward/record.url?eid=2-s2.0-84865707974&partnerID=MN8TOARS","2012",NA,NA,"Music Perception",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902231,"journal-article","public","/0000-0002-8301-7726/work/76902231","0",2020-07-07,1594146988723,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"post stop signal adjustments  inhibition improves subsequent inhibition","http://www.scopus.com/inward/record.url?eid=2-s2.0-84871685281&partnerID=MN8TOARS","2012",NA,NA,"Journal of Experimental Psychology: Learning Memory and Cognition",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902268,"journal-article","public","/0000-0002-8301-7726/work/76902268","0",2020-07-07,1594146996471,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"post stop signal slowing  strategies dominate reflexes and implicit learning","http://www.scopus.com/inward/record.url?eid=2-s2.0-84867365567&partnerID=MN8TOARS","2012",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902158,"journal-article","public","/0000-0002-8301-7726/work/76902158","0",2020-07-07,1594146975135,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"stopping while going  response inhibition does not suffer dual task interference","http://www.scopus.com/inward/record.url?eid=2-s2.0-84864336189&partnerID=MN8TOARS","2012",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902320,"journal-article","public","/0000-0002-8301-7726/work/76902320","0",2020-07-07,1594147005593,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"attention to the hands disrupts skilled typewriting  the role of vision in producing the disruption","http://www.scopus.com/inward/record.url?eid=2-s2.0-81755188444&partnerID=MN8TOARS","2011",NA,NA,"Attention, Perception, and Psychophysics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902115,"journal-article","public","/0000-0002-8301-7726/work/76902115","0",2020-07-07,1594146966725,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"balancing cognitive demands  control adjustments in the stop signal paradigm","http://www.scopus.com/inward/record.url?eid=2-s2.0-79952471761&partnerID=MN8TOARS","2011",NA,NA,"Journal of Experimental Psychology: Learning Memory and Cognition",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902131,"journal-article","public","/0000-0002-8301-7726/work/76902131","0",2020-07-07,1594146969367,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"electrophysiological evidence for parallel response selection in skilled typists","http://www.scopus.com/inward/record.url?eid=2-s2.0-78951494843&partnerID=MN8TOARS","2011",NA,NA,"Psychological Science",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902171,"book","public","/0000-0002-8301-7726/work/76902171","0",2020-07-07,1594146977445,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"hierarchical control of cognitive processes  the case for skilled typewriting","http://www.scopus.com/inward/record.url?eid=2-s2.0-79951476983&partnerID=MN8TOARS","2011",NA,NA,"Psychology of Learning and Motivation - Advances in Research and Theory",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"book",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902181,"journal-article","public","/0000-0002-8301-7726/work/76902181","0",2020-07-07,1594146978984,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"inhibition related activation in the right inferior frontal gyrus in the absence of inhibitory cues","http://www.scopus.com/inward/record.url?eid=2-s2.0-80053498695&partnerID=MN8TOARS","2011",NA,NA,"Journal of Cognitive Neuroscience",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902276,"journal-article","public","/0000-0002-8301-7726/work/76902276","0",2020-07-07,1594146997688,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"neural basis of adaptive response time adjustment during saccade countermanding","http://www.scopus.com/inward/record.url?eid=2-s2.0-80052350668&partnerID=MN8TOARS","2011",NA,NA,"Journal of Neuroscience",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902232,"journal-article","public","/0000-0002-8301-7726/work/76902232","0",2020-07-07,1594146988873,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"neural mechanisms of saccade target selection  gated accumulator model of the visual motor cascade","http://www.scopus.com/inward/record.url?eid=2-s2.0-79958068186&partnerID=MN8TOARS","2011",NA,NA,"European Journal of Neuroscience",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902297,"journal-article","public","/0000-0002-8301-7726/work/76902297","0",2020-07-07,1594147000914,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"response inhibition and response monitoring in a saccadic countermanding task in schizophrenia","http://www.scopus.com/inward/record.url?eid=2-s2.0-78649991351&partnerID=MN8TOARS","2011",NA,NA,"Biological Psychiatry",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902167,"journal-article","public","/0000-0002-8301-7726/work/76902167","0",2020-07-07,1594146976660,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"task switching performance with 1 1 and 2 1 cue task mappings  not so different after all","http://www.scopus.com/inward/record.url?eid=2-s2.0-79952369013&partnerID=MN8TOARS","2011",NA,NA,"Journal of Experimental Psychology: Learning Memory and Cognition",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902229,"journal-article","public","/0000-0002-8301-7726/work/76902229","0",2020-07-07,1594146988335,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"cognitive illusions of authorship reveal hierarchical error detection in skilled typists","http://www.scopus.com/inward/record.url?eid=2-s2.0-78049389920&partnerID=MN8TOARS","2010",NA,NA,"Science",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902182,"journal-article","public","/0000-0002-8301-7726/work/76902182","0",2020-07-07,1594146979139,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"contextual control over task set retrieval","http://www.scopus.com/inward/record.url?eid=2-s2.0-78649690347&partnerID=MN8TOARS","2010",NA,NA,"Attention, Perception, and Psychophysics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902238,"journal-article","public","/0000-0002-8301-7726/work/76902238","0",2020-07-07,1594146989781,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"distinguishing reconfiguration and compound cue retrieval in task switching","http://www.scopus.com/inward/record.url?eid=2-s2.0-77957836214&partnerID=MN8TOARS","2010",NA,NA,"Psychologica Belgica",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902225,"journal-article","public","/0000-0002-8301-7726/work/76902225","0",2020-07-07,1594146987651,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"do you know where your fingers have been  explicit knowledge of the spatial layout of the keyboard in skilled typists","http://www.scopus.com/inward/record.url?eid=2-s2.0-77956478117&partnerID=MN8TOARS","2010",NA,NA,"Memory and Cognition",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902324,"journal-article","public","/0000-0002-8301-7726/work/76902324","0",2020-07-07,1594147006266,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"episodic contributions to sequential control  learning from a typist s touch","http://www.scopus.com/inward/record.url?eid=2-s2.0-77955529111&partnerID=MN8TOARS","2010",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902326,"journal-article","public","/0000-0002-8301-7726/work/76902326","0",2020-07-07,1594147006560,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"hierarchical control and skilled typing  evidence for word level control over the execution of individual keystrokes","http://www.scopus.com/inward/record.url?eid=2-s2.0-78249242415&partnerID=MN8TOARS","2010",NA,NA,"Journal of Experimental Psychology: Learning Memory and Cognition",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902252,"journal-article","public","/0000-0002-8301-7726/work/76902252","0",2020-07-07,1594146992094,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"intact associative learning in patients with schizophrenia  evidence from a go nogo paradigm","http://www.scopus.com/inward/record.url?eid=2-s2.0-77956188997&partnerID=MN8TOARS","2010",NA,NA,"Schizophrenia Research",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902228,"journal-article","public","/0000-0002-8301-7726/work/76902228","0",2020-07-07,1594146988188,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"neurally constrained modeling of perceptual decision making","http://www.scopus.com/inward/record.url?eid=2-s2.0-78249273614&partnerID=MN8TOARS","2010",NA,NA,"Psychological Review",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902112,"journal-article","public","/0000-0002-8301-7726/work/76902112","0",2020-07-07,1594146966169,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"nonindependent and nonstationary response times in stopping and stepping saccade tasks","http://www.scopus.com/inward/record.url?eid=2-s2.0-77958452215&partnerID=MN8TOARS","2010",NA,NA,"Attention, Perception, and Psychophysics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902321,"journal-article","public","/0000-0002-8301-7726/work/76902321","0",2020-07-07,1594147005742,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"the target of task switching","http://www.scopus.com/inward/record.url?eid=2-s2.0-77954688476&partnerID=MN8TOARS","2010",NA,NA,"Canadian Journal of Experimental Psychology",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902290,"journal-article","public","/0000-0002-8301-7726/work/76902290","0",2020-07-07,1594147000005,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"warning  this keyboard will deconstruct the role of the keyboard in skilled typewriting","http://www.scopus.com/inward/record.url?eid=2-s2.0-77957342867&partnerID=MN8TOARS","2010",NA,NA,"Psychonomic Bulletin and Review",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902246,"journal-article","public","/0000-0002-8301-7726/work/76902246","0",2020-07-07,1594146991003,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"where do we look when we count  the role of eye movements in enumeration","http://www.scopus.com/inward/record.url?eid=2-s2.0-77951906595&partnerID=MN8TOARS","2010",NA,NA,"Attention, Perception, and Psychophysics",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902318,"journal-article","public","/0000-0002-8301-7726/work/76902318","0",2020-07-07,1594147005241,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"automaticity of cognitive control  goal priming in response inhibition paradigms","http://www.scopus.com/inward/record.url?eid=2-s2.0-68949208493&partnerID=MN8TOARS","2009",NA,NA,"Journal of Experimental Psychology: Learning Memory and Cognition",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902284,"journal-article","public","/0000-0002-8301-7726/work/76902284","0",2020-07-07,1594146999055,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"models of response inhibition in the stop signal and stop change paradigms","http://www.scopus.com/inward/record.url?eid=2-s2.0-64549152102&partnerID=MN8TOARS","2009",NA,NA,"Neuroscience and Biobehavioral Reviews",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902133,"journal-article","public","/0000-0002-8301-7726/work/76902133","0",2020-07-07,1594146969664,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"performance monitoring in children following traumatic brain injury","http://www.scopus.com/inward/record.url?eid=2-s2.0-67651184022&partnerID=MN8TOARS","2009",NA,NA,"Journal of Child Psychology and Psychiatry and Allied Disciplines",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902323,"journal-article","public","/0000-0002-8301-7726/work/76902323","0",2020-07-07,1594147006060,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"proactive adjustments of response strategies in the stop signal paradigm","http://www.scopus.com/inward/record.url?eid=2-s2.0-67549144778&partnerID=MN8TOARS","2009",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902121,"journal-article","public","/0000-0002-8301-7726/work/76902121","0",2020-07-07,1594146967679,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"selecting a response in task switching  testing a model of compound cue retrieval","http://www.scopus.com/inward/record.url?eid=2-s2.0-58449084927&partnerID=MN8TOARS","2009",NA,NA,"Journal of Experimental Psychology: Learning Memory and Cognition",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902093,"book-chapter","public","/0000-0002-8301-7726/work/76902093","0",2020-07-07,1594146963832,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"task switching","http://www.scopus.com/inward/record.url?eid=2-s2.0-84882917795&partnerID=MN8TOARS","2009",NA,NA,"Encyclopedia of Neuroscience",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"book-chapter",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902208,"journal-article","public","/0000-0002-8301-7726/work/76902208","0",2020-07-07,1594146984883,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"the left hand doesn t know what the right hand is doing  the disruptive effects of attention to the hands in skilled typewriting  research article","http://www.scopus.com/inward/record.url?eid=2-s2.0-70350586956&partnerID=MN8TOARS","2009",NA,NA,"Psychological Science",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902124,"journal-article","public","/0000-0002-8301-7726/work/76902124","0",2020-07-07,1594146968118,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"automatic and controlled response inhibition  associative learning in the go no go and stop signal paradigms","http://www.scopus.com/inward/record.url?eid=2-s2.0-57349126841&partnerID=MN8TOARS","2008",NA,NA,"Journal of Experimental Psychology: General",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902136,"journal-article","public","/0000-0002-8301-7726/work/76902136","0",2020-07-07,1594146970124,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"how to stop and change a response  the role of goal activation in multitasking","http://www.scopus.com/inward/record.url?eid=2-s2.0-53949084678&partnerID=MN8TOARS","2008",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
76902150,"journal-article","public","/0000-0002-8301-7726/work/76902150","0",2020-07-07,1594146973709,NA,NA,NA,NA,NA,NA,NA,"Scopus - Elsevier",NA,NA,"long term aftereffects of response inhibition  memory retrieval  task goals  and cognitive control","http://www.scopus.com/inward/record.url?eid=2-s2.0-53949121624&partnerID=MN8TOARS","2008",NA,NA,"Journal of Experimental Psychology: Human Perception and Performance",NA,NA,"https://orcid.org/client/0000-0002-5982-8983","0000-0002-5982-8983","orcid.org","https://orcid.org/0000-0002-8301-7726","0000-0002-8301-7726","orcid.org","Gordon Logan",NA,"journal-article",NA,NA,NA,NA,NA,NA,"0000-0002-8301-7726"
